"carat","cut","color","clarity","depth","table","price","x","y","z"
0.68,"Ideal","E","VS1",61.3,55,3243,5.67,5.71,3.49
0.53,"Ideal","F","VVS2",62.1,56,2290,5.22,5.15,3.22
1.02,"Ideal","G","VS2",61.9,53,6169,6.5,6.48,4.02
1.59,"Ideal","I","VS2",61.1,55,9972,7.54,7.48,4.59
1.53,"Premium","F","SI2",62.6,57,9716,7.37,7.33,4.6
0.52,"Very Good","F","VVS2",61.5,57,2079,5.18,5.22,3.19
0.36,"Premium","F","VS2",60.5,60,726,4.55,4.61,2.77
0.7,"Ideal","F","SI1",61.8,55,2423,5.75,5.71,3.54
0.56,"Premium","G","SI1",62.8,55,1345,5.28,5.26,3.31
1.2,"Premium","H","VS2",60.6,58,6666,6.88,6.82,4.15
0.31,"Good","E","VVS1",59,59,826,4.4,4.42,2.6
0.53,"Ideal","G","VS2",62.5,56,1607,5.2,5.17,3.24
0.55,"Ideal","F","SI2",61.1,56,1256,5.29,5.32,3.24
1.03,"Fair","H","SI1",65.1,57,3617,6.43,6.36,4.16
1.26,"Very Good","E","SI2",62.9,59,5976,6.82,6.85,4.3
1.51,"Ideal","D","VS2",62.1,58,15821,7.32,7.34,4.55
1.2,"Ideal","G","VVS2",61.7,57,7688,6.84,6.79,4.2
0.52,"Very Good","F","SI1",61.3,56,1261,5.2,5.24,3.2
0.45,"Ideal","E","VVS2",61.9,56,1337,4.91,4.95,3.05
0.35,"Very Good","G","VVS1",61.2,57,842,4.55,4.58,2.79
1.71,"Ideal","G","SI1",62.1,56,13196,7.65,7.61,4.74
0.58,"Fair","F","SI2",64.7,56,1088,5.31,5.24,3.41
0.74,"Good","E","VS2",63.9,54,3163,5.77,5.81,3.7
1.06,"Premium","D","SI2",62.5,56,5393,6.61,6.47,4.09
0.92,"Very Good","D","SI1",62.9,56,4676,6.18,6.22,3.9
0.31,"Ideal","F","VVS1",60.6,56,1140,4.44,4.41,2.68
0.54,"Good","D","SI2",63.2,57,1249,5.16,5.19,3.27
0.27,"Very Good","H","VVS2",62.5,55,504,4.12,4.16,2.59
1.23,"Ideal","H","SI2",63.8,57,5510,6.78,6.72,4.31
0.86,"Ideal","H","SI2",61.8,55,2892,6.12,6.14,3.79
0.46,"Ideal","F","SI2",61.5,54,758,4.98,5.01,3.07
0.41,"Premium","F","SI1",61,60,969,4.81,4.77,2.92
2.22,"Very Good","J","SI2",62.8,57,13579,8.29,8.33,5.22
1.27,"Ideal","H","SI1",59.8,57,7297,7.08,7.01,4.22
1.03,"Very Good","G","VS2",62.9,56,6164,6.43,6.45,4.05
1.25,"Ideal","H","SI1",62.2,54,7182,6.93,6.88,4.3
1.2,"Premium","E","SI1",60.9,57,7274,6.86,6.8,4.16
0.28,"Very Good","H","VS1",63.1,55,429,4.17,4.2,2.64
0.3,"Good","G","VVS1",63.1,58,789,4.28,4.31,2.71
1.01,"Ideal","F","VVS2",61,57,8532,6.46,6.52,3.96
0.36,"Premium","E","VS2",62.5,58,684,4.52,4.57,2.84
0.38,"Ideal","E","VS2",60.1,56,866,4.69,4.72,2.83
0.58,"Very Good","E","VS2",61.1,63,1566,5.41,5.33,3.28
0.32,"Ideal","I","VS1",60.9,56.7,529,4.41,4.44,2.69
1.5,"Premium","E","SI2",62.4,62,9072,7.29,7.21,4.53
0.3,"Ideal","E","VVS2",61.9,58,766,4.28,4.32,2.66
1.16,"Premium","F","SI2",61.9,59,4476,6.71,6.66,4.14
1,"Premium","H","SI1",62.2,51,3511,6.47,6.4,4
0.7,"Ideal","I","VS1",62.7,53.4,2363,5.66,5.74,3.57
0.52,"Very Good","J","VS2",60.7,56,1141,5.19,5.23,3.16
0.4,"Premium","D","SI1",61.7,58,990,4.74,4.7,2.91
0.33,"Ideal","G","VS1",62.1,54,666,4.45,4.47,2.77
0.24,"Very Good","F","VVS2",61.4,57,538,4.03,4.06,2.48
0.41,"Premium","I","SI2",61.6,59,539,4.76,4.79,2.94
1.53,"Good","J","SI2",64.1,58,6368,7.3,7.18,4.64
1.23,"Premium","G","SI2",62.8,59,4426,6.76,6.72,4.23
1.5,"Good","H","SI2",63.6,58,7495,7.15,7.2,4.56
0.31,"Ideal","J","VS1",61.9,54.7,429,4.34,4.36,2.69
0.5,"Ideal","H","SI2",62.3,56,1119,5.14,5.09,3.19
0.27,"Ideal","F","VS2",60.3,56,470,4.21,4.25,2.55
0.53,"Very Good","G","VS1",61.9,57,1607,5.19,5.22,3.22
0.71,"Very Good","H","VS1",63.9,60,2562,5.54,5.6,3.56
1,"Premium","F","SI1",60.3,58,5292,6.47,6.43,3.89
1.21,"Ideal","I","VS2",62,60,6135,6.77,6.84,4.22
0.41,"Ideal","E","VS1",62.2,55,964,4.76,4.79,2.97
1.38,"Fair","G","SI2",61.2,59,4730,7.19,7.13,4.38
1.2,"Premium","H","SI1",62.1,55,5746,6.79,6.74,4.2
0.7,"Ideal","I","VVS2",62.4,53.6,2487,5.68,5.72,3.55
1.12,"Premium","I","SI1",60.6,60,4390,6.77,6.73,4.09
1.11,"Very Good","E","SI2",60,61,4170,6.66,6.71,4.01
0.32,"Ideal","G","VVS2",62,55,936,4.44,4.4,2.74
2.05,"Very Good","F","SI2",59.5,58,16819,8.26,8.3,4.93
1.75,"Premium","G","VS2",61.5,59,16783,7.76,7.66,4.74
0.3,"Premium","H","VVS1",62.3,58,878,4.32,4.29,2.68
0.3,"Very Good","G","VVS1",62.8,58,789,4.27,4.3,2.69
0.35,"Ideal","F","VVS1",60.6,56,994,4.58,4.59,2.78
1.05,"Premium","D","SI1",60.5,60,5659,6.53,6.62,3.98
0.52,"Ideal","G","VVS2",59.8,57,2012,5.26,5.24,3.14
0.51,"Good","G","VVS2",57.6,56,1885,5.27,5.35,3.06
0.24,"Ideal","G","VVS1",62,55,559,4.01,4.03,2.49
0.41,"Premium","E","VS1",60.7,59,964,4.77,4.79,2.9
1.31,"Premium","G","SI1",62.2,56,7358,7.02,6.97,4.35
0.56,"Ideal","G","IF",62,54,2321,5.3,5.32,3.29
0.71,"Very Good","E","VS2",61.2,58,2891,5.71,5.79,3.52
0.5,"Very Good","J","SI1",62.8,58,990,5.05,5.08,3.18
1.02,"Very Good","G","SI2",61.6,61,4291,6.46,6.47,3.98
0.74,"Ideal","D","VS2",61.8,56,3858,5.79,5.82,3.59
0.32,"Ideal","G","IF",61.4,55,898,4.42,4.44,2.72
0.31,"Premium","I","VS1",59.2,60,628,4.45,4.4,2.62
0.7,"Good","E","VS1",61,61,2952,5.69,5.72,3.48
0.5,"Premium","E","VS2",59.3,62,1684,5.25,5.18,3.09
0.4,"Premium","G","VVS2",62.5,60,1050,4.7,4.65,2.92
0.31,"Good","H","VVS2",63.4,56,625,4.29,4.32,2.73
0.92,"Premium","F","SI1",61.8,59,4037,6.21,6.25,3.85
0.5,"Very Good","F","SI2",62.4,56,1147,5.08,5.12,3.18
0.36,"Very Good","G","VS1",61.4,55,903,4.63,4.65,2.85
1.31,"Premium","E","SI1",62.4,58,8767,7.03,6.95,4.36
1.08,"Ideal","H","SI2",59.3,57,4455,6.71,6.74,3.99
0.71,"Very Good","H","VS1",62.8,59,2428,5.61,5.7,3.55
1.02,"Ideal","E","VS2",62.7,56,6732,6.38,6.44,4.02
0.32,"Premium","D","SI1",60.8,58,589,4.41,4.44,2.69
0.31,"Very Good","G","VVS2",62.2,56,651,4.31,4.34,2.69
0.34,"Ideal","H","VS2",61.5,54,689,4.54,4.5,2.78
1.21,"Very Good","I","SI1",61.8,59,5672,6.75,6.78,4.18
0.55,"Premium","I","VVS1",61.3,59,1712,5.3,5.27,3.24
0.3,"Premium","G","VVS2",61.2,58,878,4.34,4.32,2.65
1.19,"Ideal","E","SI2",61.9,56,5598,6.84,6.8,4.22
0.41,"Very Good","G","VS1",62.3,56,899,4.77,4.8,2.98
0.32,"Ideal","G","VS2",61.8,57,720,4.42,4.38,2.72
2.02,"Premium","J","SI2",63,58,8640,8.07,8.02,5.07
1.02,"Premium","D","SI2",62.1,57,4381,6.41,6.37,3.97
0.71,"Very Good","H","VVS1",62.7,59,2938,5.65,5.67,3.55
1,"Very Good","F","SI2",63.3,58,4269,6.26,6.29,3.97
0.31,"Ideal","G","VVS2",60.8,56,687,4.41,4.44,2.69
1,"Very Good","E","SI1",62.1,57,4864,6.35,6.4,3.96
0.9,"Good","E","SI2",63.4,62,3139,6,6.02,3.81
0.61,"Ideal","G","SI1",61.7,55,1659,5.46,5.49,3.38
0.3,"Ideal","D","SI1",62,56,552,4.3,4.34,2.68
0.42,"Premium","F","VS1",62.7,61,1176,4.77,4.74,2.98
0.4,"Good","D","SI1",63.6,57,720,4.67,4.7,2.98
0.31,"Very Good","F","IF",61.2,55,914,4.37,4.39,2.68
0.41,"Ideal","F","VS1",61.8,56,1076,4.79,4.75,2.95
0.41,"Very Good","D","VVS2",61.2,55,1364,4.79,4.82,2.95
0.31,"Ideal","E","VS2",61.3,56,872,4.37,4.34,2.67
1.91,"Fair","H","SI2",64.6,56,6632,7.76,7.7,4.99
2.3,"Good","I","SI2",63.8,55,12944,8.4,8.35,5.34
0.39,"Premium","D","VS2",61.3,58,1024,4.73,4.7,2.89
1.59,"Ideal","D","SI2",61.6,55,8975,7.48,7.45,4.6
0.41,"Good","H","SI1",63.3,56,683,4.71,4.74,2.99
1.01,"Very Good","F","VS2",59.9,61,5988,6.46,6.5,3.88
1,"Very Good","H","SI2",63.3,57,4200,6.37,6.3,4.01
1.06,"Ideal","I","VS1",62,55,5577,6.55,6.58,4.07
0.3,"Good","G","SI1",63.2,55,417,4.26,4.29,2.7
1.15,"Premium","I","SI1",62.5,60,4939,6.72,6.68,4.19
1.58,"Ideal","G","VS1",61.3,57,14624,7.48,7.54,4.6
0.54,"Good","G","VS1",60.8,62,1685,5.22,5.24,3.18
0.31,"Very Good","E","VS2",61,59,680,4.33,4.39,2.66
1.02,"Very Good","H","VS2",62.4,57,5383,6.43,6.35,3.99
1,"Very Good","E","VS1",63.2,55,7532,6.34,6.29,3.99
0.42,"Good","D","SI2",63.1,56,653,4.74,4.8,3.01
1,"Very Good","E","SI2",60.7,59,4311,6.38,6.44,3.89
0.43,"Very Good","G","VS1",58.4,60,817,4.95,4.98,2.9
0.71,"Premium","G","VS2",63,54,2443,5.69,5.64,3.57
0.7,"Ideal","F","VS1",62.4,53,2839,5.73,5.71,3.57
0.46,"Very Good","F","SI2",61.5,56,809,4.98,5.01,3.07
1,"Premium","D","SI2",62.4,58,4730,6.33,6.36,3.96
0.35,"Premium","I","VS1",61.1,60,552,4.52,4.58,2.78
1,"Very Good","E","SI2",61.9,59,4311,6.39,6.43,3.97
0.4,"Good","E","SI1",63.6,57,882,4.69,4.65,2.97
0.32,"Ideal","G","VVS2",60.6,57,730,4.41,4.43,2.68
0.71,"Ideal","G","VVS2",61.3,56,3307,5.75,5.77,3.53
1.37,"Premium","H","VS2",62.5,59,8562,7.12,7.05,4.43
0.91,"Good","G","SI1",63.5,61,3776,6.05,6.1,3.86
1.24,"Premium","G","VS1",62,55,8449,6.95,6.89,4.29
1.62,"Very Good","H","SI1",63.1,56,10567,7.38,7.51,4.7
0.71,"Ideal","E","SI1",61.9,56,2756,5.71,5.73,3.54
0.89,"Premium","H","VS1",60.5,59,3489,6.22,6.17,3.75
0.71,"Ideal","I","VS1",62.1,56,2306,5.68,5.72,3.54
0.7,"Very Good","F","VS2",61.3,54,2928,5.72,5.76,3.52
1.31,"Premium","I","VS1",58.5,60,6737,7.18,7.15,4.19
0.41,"Very Good","H","VVS1",61.4,60,1043,4.73,4.78,2.92
0.33,"Very Good","D","VVS1",61.2,59,948,4.4,4.43,2.7
0.39,"Ideal","F","VVS1",61.4,54,1129,4.7,4.73,2.9
0.83,"Very Good","H","VS2",61.7,59,3249,5.95,6.02,3.69
1.02,"Premium","F","SI2",59.9,59,4238,6.59,6.56,3.94
0.26,"Very Good","F","VS1",60.5,59,453,4.12,4.18,2.51
0.72,"Ideal","F","SI1",62.4,57,2514,5.71,5.74,3.57
1.07,"Premium","G","SI2",62,59,4523,6.54,6.5,4.04
1,"Premium","H","SI2",62.7,59,4032,6.35,6.31,3.97
0.32,"Very Good","H","SI1",63.1,55,576,4.37,4.34,2.75
0.33,"Premium","H","VS1",60.2,62,743,4.47,4.44,2.68
0.64,"Premium","F","VS2",62.2,55,2131,5.53,5.5,3.43
0.7,"Good","D","SI2",58.3,60,2242,5.81,5.89,3.41
0.58,"Good","F","SI1",63.1,57,1388,5.29,5.33,3.35
0.91,"Good","E","SI1",63.6,57,4611,6.13,6.1,3.89
0.39,"Ideal","F","VVS2",61.6,55,988,4.71,4.74,2.91
1.16,"Premium","H","SI2",61.8,58,4872,6.81,6.75,4.19
0.97,"Ideal","J","VS1",61.3,57,4278,6.37,6.41,3.92
1,"Ideal","H","VS2",62.4,57,4172,6.42,6.36,3.99
0.51,"Ideal","H","VS2",60.8,57,1442,5.14,5.16,3.13
0.32,"Ideal","G","VVS1",61.8,55,814,4.4,4.43,2.73
1.75,"Premium","J","VS1",62.2,59,10619,7.74,7.7,4.8
0.41,"Ideal","H","VVS2",62,56,899,4.74,4.78,2.95
0.31,"Good","I","SI1",64.3,55,377,4.27,4.29,2.75
0.31,"Ideal","I","VS2",61.6,57,452,4.36,4.4,2.7
0.52,"Good","E","VS2",61.5,61,1660,5.16,5.09,3.15
1.03,"Very Good","D","SI2",61.3,61,4679,6.46,6.49,3.97
1.5,"Ideal","I","VS2",62.6,57,9586,7.26,7.31,4.56
1.03,"Very Good","G","I1",62.4,57,3060,6.41,6.45,4.01
1.02,"Very Good","H","SI2",63.1,59,4284,6.43,6.37,4.04
0.3,"Ideal","F","IF",59.8,58,873,4.37,4.46,2.64
0.4,"Ideal","E","SI1",61.2,57,945,4.74,4.7,2.89
1.23,"Ideal","F","VS2",61.7,57,9376,6.9,6.94,4.27
0.7,"Good","I","VS1",64.4,60,2271,5.51,5.58,3.57
2.01,"Premium","J","SI1",60.9,58,12048,8.15,8.07,4.94
0.81,"Premium","F","SI1",61.3,60,2926,6,5.94,3.66
0.4,"Ideal","D","VVS2",62,56,1263,4.71,4.74,2.93
0.31,"Ideal","G","VVS1",61.5,54,789,4.36,4.39,2.69
1,"Very Good","D","SI2",58.3,61,4543,6.54,6.59,3.83
0.32,"Ideal","F","VS2",62.4,57,645,4.34,4.38,2.72
0.52,"Ideal","E","SI1",62.1,57,1389,5.1,5.14,3.18
1.01,"Good","F","SI1",63.6,58,4989,6.37,6.31,4.03
0.7,"Good","H","VVS2",63.7,54,2427,5.72,5.62,3.61
0.32,"Premium","E","VVS1",61.8,59,1020,4.39,4.35,2.7
1.03,"Premium","D","SI2",60.6,60,5076,6.52,6.46,3.93
0.82,"Very Good","G","VS1",63.3,56,3460,5.96,5.98,3.78
0.7,"Very Good","F","SI1",59.4,59,2573,5.75,5.8,3.43
1.01,"Premium","F","SI2",61.9,58,4676,6.39,6.34,3.94
0.41,"Ideal","I","VVS2",61.6,55,788,4.78,4.8,2.95
0.3,"Premium","G","VVS1",61.3,58,737,4.29,4.33,2.64
1.51,"Premium","J","VVS2",62.5,59,8930,7.34,7.29,4.57
1.01,"Good","G","SI2",63.7,56,4211,6.26,6.34,4.01
1.03,"Premium","E","SI2",61,60,4522,6.53,6.46,3.96
1.51,"Good","H","SI1",61.8,61,9218,7.25,7.32,4.5
1.5,"Premium","I","SI1",62.3,57,7955,7.28,7.22,4.52
0.9,"Good","F","SI2",64.3,57,3267,6.06,6.16,3.93
0.7,"Good","E","VS2",64.1,55,2793,5.6,5.66,3.61
0.31,"Ideal","I","VS1",61.8,56,507,4.38,4.39,2.71
1.05,"Very Good","D","SI1",59.3,58,6063,6.68,6.74,3.98
0.61,"Ideal","I","VVS2",62,54,1867,5.51,5.47,3.4
0.41,"Premium","G","VS2",61.6,58,827,4.73,4.78,2.93
0.43,"Ideal","G","IF",61.7,57,1286,4.83,4.86,2.99
0.36,"Ideal","D","SI1",62.2,53,626,4.57,4.59,2.85
0.54,"Very Good","G","VS1",63.6,56,1698,5.17,5.24,3.31
0.39,"Premium","E","VS2",59.7,59,975,4.83,4.79,2.87
0.29,"Very Good","G","VVS2",61.9,56,541,4.27,4.3,2.65
0.3,"Ideal","E","VS2",62.3,56,844,4.32,4.28,2.68
0.5,"Ideal","D","VS2",61.7,53,1678,5.14,5.16,3.18
0.3,"Premium","G","VVS1",61.3,58,945,4.33,4.29,2.64
0.3,"Very Good","G","VVS2",59.7,63,819,4.37,4.34,2.6
0.32,"Premium","E","VVS1",60.5,58,954,4.42,4.47,2.69
1.01,"Fair","H","SI1",65.3,61,3869,6.23,6.18,4.05
0.9,"Ideal","J","VS2",59.8,56,3105,6.27,6.24,3.74
1.02,"Premium","F","VS1",62,59,7485,6.41,6.39,3.97
1.51,"Ideal","G","VS2",61.9,57,13115,7.37,7.3,4.54
0.72,"Very Good","I","SI2",63.2,62,1814,5.71,5.67,3.59
0.51,"Premium","D","VS2",62,60,1807,5.12,5.07,3.16
0.38,"Very Good","G","VS2",62.5,56,775,4.59,4.63,2.88
1.01,"Premium","F","VS2",62.3,58,6244,6.34,6.4,3.97
1.7,"Ideal","G","VS2",62.9,55,15756,7.66,7.6,4.8
0.31,"Premium","D","SI2",60.1,60,462,4.38,4.41,2.64
0.44,"Ideal","D","VS1",61.6,56,1294,4.92,4.85,3.01
1.63,"Ideal","F","VS1",61.6,57,18179,7.53,7.61,4.66
1.12,"Fair","I","SI2",64.6,57,3669,6.5,6.47,4.19
0.3,"Ideal","F","IF",62.2,56,886,4.31,4.34,2.69
0.4,"Ideal","F","VVS1",61.5,56,1206,4.77,4.73,2.92
1.47,"Very Good","J","VVS2",62.6,60,8055,7.17,7.24,4.51
1.02,"Very Good","D","SI2",61.5,56,4633,6.47,6.51,3.99
1,"Very Good","D","SI1",63.2,59,5320,6.29,6.4,4.01
0.7,"Very Good","E","VS1",61.1,55,3061,5.72,5.77,3.51
2.08,"Premium","I","SI2",61.2,58,15321,8.24,8.16,5.02
0.4,"Ideal","G","SI1",62,55,692,4.72,4.76,2.94
0.31,"Premium","E","VS2",61,58,680,4.37,4.39,2.67
0.51,"Premium","D","SI1",59.9,61,1574,5.18,5.14,3.09
0.31,"Premium","G","VS1",61.2,59,625,4.35,4.37,2.67
0.34,"Ideal","E","SI1",61.8,56,596,4.45,4.48,2.76
0.32,"Good","F","SI2",63.8,55,540,4.35,4.34,2.77
0.91,"Premium","G","SI2",61.3,60,3363,6.2,6.17,3.79
0.27,"Ideal","E","VVS2",61.8,57,799,4.16,4.12,2.56
0.46,"Ideal","G","SI1",62.2,53.4,934,4.95,4.98,3.09
1,"Ideal","D","SI1",60.2,57,4861,6.54,6.48,3.92
0.32,"Ideal","D","SI1",61.3,57,589,4.37,4.41,2.69
0.57,"Ideal","F","SI2",61.9,58,1376,5.34,5.32,3.3
0.3,"Very Good","G","VS1",62.8,57,605,4.24,4.26,2.67
0.31,"Ideal","I","SI1",62.2,56,537,4.37,4.34,2.71
0.31,"Good","H","VS1",64.1,55,476,4.25,4.27,2.73
0.55,"Ideal","F","SI1",61.7,56,1718,5.3,5.26,3.25
0.41,"Very Good","F","SI1",63.3,57,969,4.72,4.69,2.98
1.02,"Ideal","G","VS2",62.5,58,6410,6.36,6.44,4
1.08,"Ideal","E","VS2",62,54,7548,6.62,6.57,4.09
1.01,"Good","E","I1",63.8,57,3032,6.4,6.33,4.06
0.59,"Very Good","H","VS1",62.4,58,1561,5.39,5.42,3.37
2.03,"Fair","H","SI1",65.4,58,14646,7.91,7.88,5.16
1.15,"Ideal","H","VS2",62.4,56,6788,6.71,6.65,4.17
0.77,"Very Good","I","VS1",62.2,59,2682,5.83,5.85,3.63
0.55,"Ideal","H","SI2",62.2,54,1057,5.28,5.3,3.29
0.55,"Good","J","VS2",64.1,54,1034,5.18,5.21,3.33
1.04,"Premium","D","IF",60.6,56,15671,6.6,6.54,3.98
0.3,"Ideal","D","SI2",61.1,55,574,4.35,4.32,2.65
0.6,"Ideal","G","VVS2",61.4,59,2313,5.37,5.41,3.31
1.01,"Very Good","I","SI1",63.4,62,4072,6.25,6.18,3.94
0.42,"Ideal","G","VVS1",60.6,56,1179,4.86,4.88,2.95
2,"Good","G","SI1",64.2,59,17740,7.84,7.93,5.06
2.05,"Very Good","H","VS2",61.8,60,18152,8.14,8.19,5.05
0.36,"Ideal","G","VS1",62.9,57,932,4.6,4.56,2.88
0.71,"Very Good","D","SI1",61,58,2683,5.71,5.87,3.53
0.36,"Premium","E","VVS2",61.7,59,1102,4.56,4.52,2.8
0.31,"Ideal","H","VS1",62.2,57,544,4.34,4.37,2.71
0.32,"Ideal","E","VVS1",61.6,56,1061,4.43,4.37,2.71
1.21,"Premium","F","VS2",60.1,55,8870,7.01,6.91,4.18
0.7,"Premium","F","VS2",62.6,61,2717,5.66,5.61,3.53
0.3,"Premium","D","VS2",60.6,59,911,4.36,4.28,2.62
1.13,"Ideal","H","SI2",60.6,57,3670,6.79,6.77,4.11
0.71,"Ideal","D","SI1",60.9,57,3262,5.75,5.79,3.51
1.05,"Premium","I","SI2",58.3,57,2911,6.72,6.67,3.9
0.28,"Ideal","F","VVS2",62.6,54,787,4.21,4.22,2.64
0.33,"Ideal","G","VS1",61.8,56,854,4.45,4.42,2.74
0.91,"Very Good","G","VS1",63.1,61,4536,6.13,6.07,3.85
0.41,"Ideal","G","VVS1",60.8,56,1068,4.82,4.85,2.94
0.81,"Premium","G","SI2",62.2,59,2616,5.96,5.9,3.69
0.31,"Very Good","H","VVS1",58.5,59,755,4.45,4.5,2.62
0.4,"Ideal","E","VVS1",61.3,56,1824,4.78,4.75,2.92
1.04,"Very Good","I","SI1",62.5,62,4175,6.39,6.45,4.01
1,"Fair","G","SI1",65.8,55,3304,6.22,6.19,4.08
0.7,"Premium","H","VS1",60.6,59,2636,5.81,5.74,3.5
0.41,"Ideal","E","VVS2",62.8,54,1243,4.77,4.72,2.98
1.02,"Ideal","G","VS1",61.4,57,7055,6.45,6.49,3.98
1.02,"Ideal","D","VS1",62.6,57,8347,6.4,6.44,4.02
0.51,"Ideal","G","VS1",60.2,56,1852,5.2,5.24,3.14
0.92,"Ideal","G","SI2",63,57,3697,6.16,6.13,3.87
0.32,"Ideal","H","SI1",61,56.6,471,4.4,4.43,2.7
2,"Very Good","H","SI1",63.3,59,17760,8.03,7.96,5.06
0.58,"Very Good","E","SI1",61.5,58,1424,5.31,5.36,3.28
0.36,"Ideal","E","VVS2",61.8,54,928,4.6,4.62,2.85
0.37,"Good","H","VS2",63.7,55,749,4.56,4.54,2.9
0.81,"Ideal","F","VS1",61.8,55,4270,5.97,6.03,3.71
0.3,"Ideal","H","SI1",61.3,59,425,4.29,4.33,2.64
1.27,"Ideal","F","VS2",61,59,9547,6.96,6.98,4.25
1.13,"Premium","I","SI2",59.9,57,4271,6.8,6.76,4.06
0.5,"Very Good","F","I1",63.3,59,1188,5.03,4.99,3.17
1.01,"Premium","G","VS2",61.2,58,5759,6.46,6.49,3.96
0.31,"Ideal","G","VVS1",62.4,54,759,4.31,4.34,2.7
0.37,"Ideal","I","VVS2",61.9,54,632,4.62,4.66,2.87
0.3,"Ideal","H","VVS1",61.2,57,655,4.3,4.39,2.66
0.32,"Premium","H","VS1",62.3,58,720,4.39,4.34,2.72
0.73,"Ideal","G","VVS2",61,56,3783,5.82,5.86,3.56
0.5,"Very Good","G","VVS1",63.7,58,2180,5.01,5.04,5.06
1.01,"Premium","G","SI2",60.5,58,4327,6.55,6.47,3.94
1.18,"Premium","G","VVS2",62.8,57,9304,6.77,6.71,4.23
0.3,"Ideal","D","VVS2",62.1,57,814,4.27,4.3,2.66
0.4,"Very Good","H","SI1",62.9,56,666,4.65,4.7,2.94
1.11,"Good","G","SI2",59.7,61,5438,6.72,6.69,4
1.2,"Premium","D","SI2",61.4,60,5947,6.85,6.79,4.19
0.91,"Fair","H","SI2",61.3,67,2825,6.24,6.19,3.81
1.13,"Premium","H","VS2",60.6,58,5885,6.81,6.72,4.1
0.31,"Premium","E","VS2",62.7,58,872,4.33,4.31,2.71
0.71,"Ideal","F","SI1",61.2,55,3421,5.76,5.8,3.54
0.52,"Ideal","D","VS2",62.2,56,1919,5.16,5.13,3.2
0.76,"Very Good","E","SI1",63,59,2668,5.76,5.8,3.64
0.54,"Ideal","H","VS2",61.6,55,1453,5.23,5.25,3.23
1.51,"Premium","G","VS1",62.6,60,14375,7.19,7.28,4.53
1.41,"Premium","I","SI2",62.9,59,6751,7.14,7.08,4.47
1.52,"Ideal","I","VVS1",62.3,55,11033,7.32,7.37,4.58
0.93,"Good","D","SI1",63.8,59,3812,6.21,6.15,3.94
0.91,"Premium","F","VS2",62.2,58,4979,6.17,6.21,3.85
1.51,"Fair","H","SI1",55.8,61,7509,7.72,7.63,4.28
1.73,"Good","E","I1",63.6,59,8370,7.6,7.56,4.82
0.31,"Ideal","D","VS2",60.2,56,804,4.46,4.41,2.67
1.01,"Very Good","F","SI2",62.8,58,4119,6.31,6.36,3.98
1.7,"Premium","I","VS2",62.4,58,10910,7.61,7.56,4.73
1.01,"Good","G","SI1",63.6,58,4195,6.29,6.35,4.02
2.01,"Very Good","I","VS2",62.4,58,17570,8.06,7.99,5.01
0.71,"Very Good","D","SI1",59.4,59,2964,5.78,5.81,3.44
0.34,"Ideal","G","IF",61.9,54,1084,4.49,4.46,2.77
0.74,"Premium","G","SI2",62.8,54,2328,5.76,5.73,3.61
1.06,"Premium","E","SI1",63,56,4689,6.54,6.45,4.09
2.31,"Premium","I","SI2",62.9,58,17218,8.43,8.34,5.27
0.35,"Good","G","VS1",58.6,60.5,721,4.62,4.68,2.72
0.97,"Very Good","F","SI2",59.9,59,4063,6.38,6.45,3.84
0.41,"Very Good","G","SI1",63.4,57,861,4.73,4.7,2.99
0.57,"Ideal","F","SI1",61.6,56,1397,5.36,5.33,3.29
0.5,"Good","E","VS1",58.2,61,1806,5.19,5.22,3.03
0.33,"Ideal","E","VS2",60.6,55,928,4.5,4.48,2.72
0.26,"Good","E","VVS1",57.9,60,554,4.22,4.25,2.45
0.41,"Premium","G","VVS2",61.4,58,1007,4.75,4.8,2.93
0.81,"Good","H","SI1",65,56,2599,5.85,5.88,3.81
1.5,"Premium","D","SI2",61.9,58,8649,7.34,7.27,4.52
0.76,"Very Good","F","SI1",62.9,57,2770,5.79,5.81,3.65
1.27,"Premium","I","VS1",59.5,61,6611,7.08,7.04,4.2
1,"Good","F","VS1",64.2,60,6389,6.18,6.28,4
0.36,"Premium","F","VS2",62,59,629,4.51,4.56,2.81
0.41,"Ideal","E","VS1",61.7,57,1153,4.8,4.76,2.95
0.3,"Very Good","G","VVS1",60.6,61,789,4.33,4.35,2.63
0.35,"Very Good","E","SI1",60.7,59,614,4.52,4.57,2.76
0.31,"Ideal","G","VVS1",60.7,57,1046,4.4,4.37,2.66
1.06,"Premium","F","VS1",58.8,60,7679,6.76,6.68,3.95
0.71,"Good","I","SI1",63.6,63,1774,5.64,5.61,3.58
0.32,"Ideal","D","VVS2",60.9,57,1008,4.39,4.45,2.7
1.35,"Ideal","J","VS1",62.3,54,6048,7.17,7.06,4.43
1.05,"Ideal","D","SI1",60,55,5104,6.66,6.61,3.98
0.9,"Ideal","G","SI1",62.5,55,4260,6.17,6.21,3.87
0.61,"Very Good","F","SI2",62.9,56.6,1437,5.38,5.45,3.4
2.09,"Good","I","SI1",57.9,63,16294,8.37,8.46,4.87
0.53,"Premium","G","VS2",62.6,58,1607,5.18,5.11,3.22
0.72,"Ideal","G","SI2",61.9,57,2068,5.73,5.77,3.56
2.01,"Premium","H","SI1",62.7,59,17849,8.08,8.03,5.05
2.22,"Fair","H","I1",70.1,55,6564,7.77,7.74,5.44
